Species,Sequence_Type,Accession,Title,Organism,Length,Country,Geo_location,Source_info,Collection_date,Isolation_source,Strain,Authors,Journal
Monopterus javanensis,Comparison,MW591100.1,"Monopterus javanensis voucher BIOPH_BG55 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Monopterus javanensis,655,,"Malaysia: Pulau Pinang, Botanical Garden",,20-Oct-19,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Monopterus javanensis,Comparison,MW591099.1,"Monopterus javanensis voucher BIOPH_PS240 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Monopterus javanensis,655,,"Malaysia: Pulau Pinang, Sungai Kongsi",,05-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Monopterus javanensis,Comparison,MW591098.1,"Monopterus javanensis voucher BIOPH_PS333 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Monopterus javanensis,652,,"Malaysia: Pulau Pinang, Sungai Ara",,19-Jan-20,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Ophisternon aenigmaticum,Comparison,EU751862.1,"Ophisternon aenigmaticum voucher MX630 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ophisternon aenigmaticum,652,,Guatemala: Alta Verapaz,,,,,"Valdez-Moreno,M., Ivanova,N.V., Elias-Gutierrez,M., Contreras-Balderas,S. and Hebert,P.D.","J. Fish Biol. 74 (2), 377-402 (2009)"
Ophisternon aenigmaticum,Comparison,EU751861.1,"Ophisternon aenigmaticum voucher MX627 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ophisternon aenigmaticum,652,,Guatemala: Alta Verapaz,,07-Mar-06,,,"Valdez-Moreno,M., Ivanova,N.V., Elias-Gutierrez,M., Contreras-Balderas,S. and Hebert,P.D.","J. Fish Biol. 74 (2), 377-402 (2009)"
Ophisternon aenigmaticum,Comparison,EU751860.1,"Ophisternon aenigmaticum voucher MX626 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ophisternon aenigmaticum,640,,Guatemala: Alta Verapaz,,07-Mar-06,,,"Valdez-Moreno,M., Ivanova,N.V., Elias-Gutierrez,M., Contreras-Balderas,S. and Hebert,P.D.","J. Fish Biol. 74 (2), 377-402 (2009)"
Ophisternon candidum,Comparison,MH001815.1,"Ophisternon candidum voucher WAM:P.34657-001 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ophisternon candidum,557,,,,,,,"Moore,G.I., Humphreys,W.F. and Foster,R.",Mar. Freshw. Res. (2018) In press
Ophisternon candidum,Comparison,MH001814.1,"Ophisternon candidum voucher WAM:P.34615-001 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ophisternon candidum,557,,,,,,,"Moore,G.I., Humphreys,W.F. and Foster,R.",Mar. Freshw. Res. (2018) In press
Ophisternon candidum,Comparison,MH001813.1,"Ophisternon candidum voucher WAM:P.33136-001 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Ophisternon candidum,557,,,,,,,"Moore,G.I., Humphreys,W.F. and Foster,R.",Mar. Freshw. Res. (2018) In press
Synbranchus marmoratus,Comparison,MZ051994.1,"Synbranchus marmoratus voucher SU08-214 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Synbranchus marmoratus,645,,"Suriname: Sipaliwini, Sipaliwini, Tapanahony River, Kumaru Kunde Sula",,28-Oct-08,,,"Papa,Y., Le Bail,P.Y. and Covain,R.",Mol Ecol Resour (2021) In press
Synbranchus marmoratus,Comparison,MG755634.1,"Synbranchus marmoratus isolate LGC1405 small subunit ribosomal RNA gene, partial sequence; mitochondrial",Synbranchus marmoratus,529,,,,,,LGC1405,"Damasceno,J.S., Milan,D.T., Teixeira,D.F. and Carvalho,D.C.",Unpublished
Synbranchus marmoratus,Comparison,MG755633.1,"Synbranchus marmoratus isolate LGC1404 small subunit ribosomal RNA gene, partial sequence; mitochondrial",Synbranchus marmoratus,529,,,,,,LGC1404,"Damasceno,J.S., Milan,D.T., Teixeira,D.F. and Carvalho,D.C.",Unpublished
Macrognathus aculeatus,Comparison,OP947651.1,"Macrognathus aculeatus voucher TR 06 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Macrognathus aculeatus,575,,India: Tripura,,,Khowai river,,"Dann,L., Parhi,J., Bhattacharjee,P., Datta,M.K., Tenali,D.R.K. and Radhakrishnan,K.V.",Unpublished
Macrognathus aculeatus,Comparison,MF122463.1,"Macrognathus aculeatus isolate 014 from China cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus aculeatus,624,,"China: Hunan, Yueyang",,,,14,"Shen,Y. and He,S.",Unpublished
Macrognathus aculeatus,Comparison,MF122462.1,"Macrognathus aculeatus isolate 013 from China cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus aculeatus,624,,"China: Hunan, Yueyang",,,,13,"Shen,Y. and He,S.",Unpublished
Macrognathus circumcinctus,Comparison,KT944569.1,"Macrognathus circumcinctus voucher THH07-20-27 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus circumcinctus,652,,,,,,,"Jamsari,A.F.J., Siti Azizah,M.N., Amirrudin,A., Nam,S., Tam,B.M., Ha,T.T.T., Preeda,P., Page,L., Yuichi,K., Mohd Shalahuddin,A. and Heok Hui,T.",Unpublished
Macrognathus circumcinctus,Comparison,KT944568.1,"Macrognathus circumcinctus voucher THH01-82-22 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus circumcinctus,652,,,,,,,"Jamsari,A.F.J., Siti Azizah,M.N., Amirrudin,A., Nam,S., Tam,B.M., Ha,T.T.T., Preeda,P., Page,L., Yuichi,K., Mohd Shalahuddin,A. and Heok Hui,T.",Unpublished
Macrognathus circumcinctus,Comparison,KT944567.1,"Macrognathus circumcinctus voucher MC-2007-1201 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus circumcinctus,652,,,,,,,"Jamsari,A.F.J., Siti Azizah,M.N., Amirrudin,A., Nam,S., Tam,B.M., Ha,T.T.T., Preeda,P., Page,L., Yuichi,K., Mohd Shalahuddin,A. and Heok Hui,T.",Unpublished
Macrognathus siamensis,Comparison,MK049509.1,"Macrognathus siamensis voucher KP044302 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus siamensis,633,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Macrognathus siamensis,Comparison,MK049508.1,"Macrognathus siamensis voucher KP044301 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus siamensis,633,,Thailand,,May-2012/May-2017,fish fin,A,"Panprommin,D., Soontornprasit,K., Tuncharoen,S., Pitakpol,S. and Keereelang,J.",Unpublished
Macrognathus siamensis,Comparison,MK448191.1,"Macrognathus siamensis voucher FNP143 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Macrognathus siamensis,630,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Macrognathus semiocellatus,Comparison,MK448179.1,"Macrognathus semiocellatus voucher FNP130 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Macrognathus semiocellatus,630,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Macrognathus semiocellatus,Comparison,MK448177.1,"Macrognathus semiocellatus voucher FNP128 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Macrognathus semiocellatus,489,,Thailand,,,,,"Noikotr,K.","Submitted (27-JAN-2019) Biology, Ramkhamhaeng University, 2086 Ramkamhaeng Rd. Huamark, Bangkapi, Bangkok 10240, Thailand"
Macrognathus semiocellatus,Comparison,KT944587.1,"Macrognathus semiocellatus voucher MO-2008-0447 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Macrognathus semiocellatus,652,,,,,,,"Jamsari,A.F.J., Siti Azizah,M.N., Amirrudin,A., Nam,S., Tam,B.M., Ha,T.T.T., Preeda,P., Page,L., Yuichi,K., Mohd Shalahuddin,A. and Heok Hui,T.",Unpublished
Mastacembelus armatus,Comparison,LC823248.1,"Mastacembelus armatus MHBSFMSTU Fish 7 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Mastacembelus armatus,655,,Bangladesh,,2018,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Mastacembelus armatus,Comparison,PP217429.1,"Mastacembelus armatus voucher CUHP BS02 Cytochrome Oxidase Subunit I (COI) gene cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Mastacembelus armatus,677,,,,,,,"Thakur,K., Sharma,A.K., Sharma,D., Bist,C.M.S., Kumar,R. and Kumar,S.",Unpublished
Mastacembelus armatus,Comparison,PP217428.1,"Mastacembelus armatus voucher CUHP BS01 Cytochrome Oxidase Subunit I (COI) gene cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Mastacembelus armatus,677,,,,,,,"Thakur,K., Sharma,A.K., Sharma,D., Bist,C.M.S., Kumar,R. and Kumar,S.",Unpublished
Mastacembelus cryptacanthus,Comparison,FN813109.1,"Mastacembelus cryptacanthus mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher LR2332",Mastacembelus cryptacanthus,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus cryptacanthus,Comparison,FN813108.1,"Mastacembelus cryptacanthus mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher LR2331'",Mastacembelus cryptacanthus,687,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus favus,Comparison,MK628409.1,"Mastacembelus favus isolate C voucher IRL066S435 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mastacembelus favus,639,,Thailand,,May-2016/Apr-2017,fish fin,C,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Mastacembelus favus,Comparison,MK628408.1,"Mastacembelus favus isolate E voucher IRL064S155 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mastacembelus favus,639,,Thailand,,May-2016/Apr-2017,fish fin,E,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Mastacembelus favus,Comparison,MK628407.1,"Mastacembelus favus isolate D voucher IRL045S6412 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mastacembelus favus,639,,Thailand,,May-2016/Apr-2017,fish fin,D,"Panprommin,D., Soontornprasit,K., Tuncharoen,S. and Iamchuen,N.",Unpublished
Mastacembelus frenatus,Comparison,FN813088.1,"Mastacembelus frenatus mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher CU90415",Mastacembelus frenatus,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus frenatus,Comparison,FN813087.1,"Mastacembelus frenatus mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher CU90393",Mastacembelus frenatus,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus frenatus,Comparison,FN813086.1,"Mastacembelus frenatus mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher CU93791-1047",Mastacembelus frenatus,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus plagiostomus,Comparison,FN813070.1,"Mastacembelus plagiostomus mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher SA80306",Mastacembelus plagiostomus,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus tinwini,Comparison,MW591093.1,"Mastacembelus tinwini voucher BIOPH_PS-0206 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mastacembelus tinwini,652,,"Malaysia: Pulau Pinang, Titi Teras",,27-Apr-19,,,"Jamaluddin,J.A.F., Mohd Nor,S.A., Lavoue,S., Mohd Abu Hassan alshari,N.F., Ghazali,S.Z., Ahmad,A., Tan,A. and Leng,C.L.",Unpublished
Mastacembelus tinwini,Comparison,KT944596.1,"Mastacembelus tinwini voucher MCAPN05 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mastacembelus tinwini,652,,,,,,,"Jamsari,A.F.J., Siti Azizah,M.N., Amirrudin,A., Nam,S., Tam,B.M., Ha,T.T.T., Preeda,P., Page,L., Yuichi,K., Mohd Shalahuddin,A. and Heok Hui,T.",Unpublished
Mastacembelus tinwini,Comparison,KT944595.1,"Mastacembelus tinwini voucher MCABO01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Mastacembelus tinwini,652,,,,,,,"Jamsari,A.F.J., Siti Azizah,M.N., Amirrudin,A., Nam,S., Tam,B.M., Ha,T.T.T., Preeda,P., Page,L., Yuichi,K., Mohd Shalahuddin,A. and Heok Hui,T.",Unpublished
Mastacembelus vanderwaali,Comparison,FN813097.1,"Mastacembelus vanderwaali mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher SA83856",Mastacembelus vanderwaali,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus vanderwaali,Comparison,FN813096.1,"Mastacembelus vanderwaali mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher SA85552-3",Mastacembelus vanderwaali,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus vanderwaali,Comparison,FN813095.1,"Mastacembelus vanderwaali mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher SA85552-2",Mastacembelus vanderwaali,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Mastacembelus zebratus,Comparison,FN813071.1,"Mastacembelus zebratus mitochondrial partial COI gene for cytochrome c oxidase subunit 1, specimen voucher CU88757",Mastacembelus zebratus,688,,,,,,,"Brown,K.J., Ruber,L., Bills,R. and Day,J.J.","BMC Evol. Biol. 10, 188 (2010)"
Sinobdella sinensis,Comparison,MZ188892.1,"Sinobdella sinensis isolate QTJ mitochondrion, complete genome",Sinobdella sinensis,16543,,"China: Qu River, an upstream tributary of Qian Tang River",,,,QTJ,"Liu,K. and Chu,T.",Unpublished
Sinobdella sinensis,Comparison,MK321950.1,"Sinobdella sinensis haplotype H17 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sinobdella sinensis,749,,,,,,,"Zhong,L.",Unpublished
Sinobdella sinensis,Comparison,MK321949.1,"Sinobdella sinensis haplotype H16 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Sinobdella sinensis,749,,,,,,,"Zhong,L.",Unpublished
Acanthocobitis botia,Comparison,NC_033958.1,"Acanthocobitis botia voucher CBM:ZF 11533 mitochondrion, complete genome",Acanthocobitis botia,16660,,,,,,,"Miya,M.",Unpublished
Acanthocobitis botia,Comparison,MN555464.1,"Acanthocobitis botia voucher CFScAEMNMHS-Ab-220 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Acanthocobitis botia,559,,"India: River TirapDistrict Changlang, Arunachal Pradesh.",,,,,"Dutta,R., Bhagabati,S.K., Pokhrel,H., Ahmed,A.M., Sarma,M. and Mudoi,L.P.","Submitted (11-OCT-2019) Department of Aquatic Environment Management, College of Fisheries, Assam Agricultural University, Raha, Nagaon, Assam 782103, India"
Acanthocobitis botia,Comparison,MK461184.1,"Acanthocobitis botia cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Acanthocobitis botia,634,,"India: Arunachal Pradesh, Tirap District, Otungkhua Village, Tissa River",,11-Sep-18,,,"Dutta,R., Bhagabati,S.K., Baruah,D. and Bora,D.","Submitted (30-JAN-2019) Aquatic Environment Management, College of Fisheries, AAU Raha, Raha, Nagaon, ASSAM 782103, India"
Acanthocobitis pictilis,Comparison,MF289049.1,"Paracanthocobitis pictilis voucher UF:172927 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Paracanthocobitis pictilis,648,,Thailand,,,,,"Singer,R.A., Pfeiffer,J.M. and Page,L.M.","Zootaxa 4324, 85-107 (2017)"
Acanthocobitis pictilis,Comparison,OP723473.1,"Paracanthocobitis pictilis voucher SEABRI-SS 20190213 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Paracanthocobitis pictilis,648,,Myanmar,,27-Apr-19,"Downstream of Chaung Nout Pyan,Tanintharyi",,"Lin,F., Yang,Y.C., Lv,J.B., Li,B. and Chen,X.Y.",Unpublished
Acanthopsoides gracilentus,Comparison,NC_029438.1,"Acanthopsoides gracilentus voucher CBM:11612 mitochondrion, complete genome",Aperioptus gracilentus,16603,,,,,,,"Miya,M.",Unpublished
Acanthopsoides gracilentus,Comparison,AP013298.1,"Acanthopsoides gracilentus mitochondrial DNA, complete genome, specimen_voucher: CBM:ZF:11612",Aperioptus gracilentus,16603,,,,,,,"Miya,M.",Unpublished
Acanthopsoides molobrion,Comparison,OR144414.1,"Aperioptus pictorius isolate Bangka cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Aperioptus pictorius,515,,Indonesia,,20-Jan-23,,Bangka,"Valen,F.S. and Hasan,V.",Unpublished
Botia almorhae,Comparison,OP575569.1,"Botia almorhae voucher PUL-HMA-Fish-708 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Botia almorhae,652,,"Pakistan: Punjab, Ravi, Sheikupura, Dhnad Nanodogar",,27-Mar-21,,,"Ashraf,H.M. and Shakir,H.A.","Submitted (30-SEP-2022) Institute of Zoology, University of the Punjab, lahore, Pakistan, Punjab 54000, Pakistan"
Botia almorhae,Comparison,KY867676.1,"Botia almorhae voucher IASST F194 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Botia almorhae,636,,India,,02-Apr-16,"Ranganadi, Lakhimpur, Assam, India",,"Kaushik,G. and Bordoloi,S.",Unpublished
Botia almorhae,Comparison,KT781504.1,"Botia almorhae voucher UNB_BL3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Botia almorhae,655,,India,Tissue Type: muscle; Dev Stage: adult,,,,"Dey,A., Verma,R., Barat,S. and Singh,M.",Unpublished
Botia dario,Comparison,LC823249.1,"Botia dario MHBSFMSTU Fish 8 mitochondrial COI gene for cytochrome c oxidase subunit 1, partial cds",Botia dario,655,,Bangladesh,,2018,,,"Hasan,M., Kambayashi,C., Anik,Z.H. and Islam,M.S.","PLoS One 20 (4), e0318982 (2025)"
Botia dario,Comparison,MN867911.1,"Botia dario mitochondrion, complete genome",Botia dario,16595,,Bangladesh,,,,,"Eunus,A.T.M., Alam,M.J., Khan,M.G.Q., Islam,M.S., Hossain,M.A.R., Alam,M.S. and Kim,H.-W.",Unpublished
Botia dario,Comparison,MT812037.1,"Botia dario voucher BD5 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial",Botia dario,603,,India: Arunachal Pradesh,,,Siang River,,"Parhi,J., Suresh,Y.S., Chaoba,N.D., Radhakrishnan,K.V. and Pandey,P.K.",Unpublished
Botia histrionica,Comparison,KY847870.1,"Botia histrionica voucher IASST F 144 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Botia histrionica,646,,India,,02-Apr-16,,,"Kaushik,G. and Bordoloi,S.",Unpublished
Botia histrionica,Comparison,KX245064.1,"Botia histrionica isolate 8227e cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Botia histrionica,655,,India,Tissue Type: muscle; Dev Stage: adult,,,8227e,"Singh,M., Verma,R., Yumnam,R., Vishwanath,W., Nagpure,N.S. and Kumar,R.",Unpublished
Botia histrionica,Comparison,KX245063.1,"Botia histrionica isolate 8227d cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Botia histrionica,655,,India,Tissue Type: muscle; Dev Stage: adult,,,8227d,"Singh,M., Verma,R., Yumnam,R., Vishwanath,W., Nagpure,N.S. and Kumar,R.",Unpublished
Botia modesta,Comparison,MK116358.1,"Yasuhikotakia modesta isolate YM_CT cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yasuhikotakia modesta,529,,Viet Nam: Can Tho,,,,YM_CT,"Vu,Q.D.H., Truong,O.T., Tran,T.L. and Dang,B.T.",Unpublished
Botia modesta,Comparison,KT781501.1,"Yasuhikotakia modesta voucher UNB_BM1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial",Yasuhikotakia modesta,624,,India,Tissue Type: muscle; Dev Stage: adult,,,,"Dey,A., Verma,R., Barat,S. and Singh,M.",Unpublished
Botia modesta,Comparison,JQ346170.1,"Yasuhikotakia modesta voucher MNHN 2012-0083 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Yasuhikotakia modesta,646,,Laos,,Jan-10,,,"Pasco-Viel,E., Veran,M. and Viriot,L.","Zootaxa 3586, 41-54 (2012)"
Botia rostrata,Comparison,MK632322.1,"Botia rostrata voucher ZSI_FBRC_DNA368 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial",Botia rostrata,667,,India,,20-Oct-18,,,"Laskar,B.A., Kachari,A., Darshan,A., Sonowal,J., Adimalla,H., Deepa,J., Biswas,s.P. and Chandra,K.","Submitted (13-MAR-2019) Freshwater Biology Regional Centre, Zoological Survey of India, Plot 366/1 Hyderguda, Attapur, Hyderabad, Telangana 500048, India"
Botia rostrata,Comparison,MK572074.1,"Botia rostrata from Bangladesh cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Botia rostrata,655,,"Bangladesh: Sylhet Division, Sylhet District, Pyiang River at Jaflong, about 60 km from Sylhet city",,25-Apr-14,,,"Rahman,M.M., Noren,M., Mollah,A.R. and Kullander,S.O.","Sci Rep 9 (1), 9382 (2019)"
